"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",NA,0.136080958591834,NA,0.0918048334155728,NA,9.99765342417272e-08,NA,4.08614711909819e-08,NA,2.87433465221081e-08
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",NA,0.220764228332789,NA,0.322828813899217,NA,0.378200417340939,NA,0.252168950714299,NA,0.240554255400814
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",NA,8.09292003281186e-10,NA,1.64697860025519e-09,NA,0.114012118345126,NA,0.186559032786605,NA,0.166464125656833
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",NA,0.220764227523497,NA,0.322828812252239,NA,0.264188298995812,NA,0.0656099179276939,NA,0.074090129743982
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",NA,0.145129998245765,NA,0.162329997854972,NA,0.162329998053245,NA,0.162329998006524,NA,0.162329996327064
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",NA,0.348318620178928,NA,0.238944765702689,NA,0.506918276832294,NA,0.811710514467839,NA,0.779951047849753
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",NA,0.222140057977151,NA,0.302923695107128,NA,0.115463368505133,NA,0.0206870723063522,NA,0.00258602339483195
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Other","PWh/yr",NA,2.30487545155049e-09,NA,2.74316802496679e-09,NA,4.57041308882845e-09,NA,9.126485814785e-09,NA,8.00648340136364e-09
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",NA,1.70545178428631e-09,NA,2.62318463083059e-08,NA,4.11242498654778e-08,NA,0.0310170505385861,NA,0.0991486459574
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",NA,1.70545178428631e-09,NA,2.62318463083059e-08,NA,4.11242498654778e-08,NA,0.0310170505385861,NA,0.0991486459574
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",NA,1.37483961905907e-08,NA,1.38842523158068e-08,NA,1.37229343632693e-08,NA,1.2949876518651e-08,NA,1.42724347766714e-08
"DNE21","NDC&2050-60%","Japan","Relative Carbon Price","",NA,-0.0645062549989577,NA,1.01065739679809,NA,1.00348948279895,NA,1.33516937965885,NA,1.30306254473823
"DNE21","NDC&2050-60%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",NA,-0.000224017135087699,NA,-0.119005136336456,NA,-0.396486784508276,NA,-0.561831240146575,NA,-0.65439870482867
"DNE21","NDC&2050-70%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",NA,3.04855251668078e-08,NA,1.011590820986e-06,NA,3.32405051557053,NA,13.1212545342065,NA,0.00547131871214126
"DNE21","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",NA,1119.11682282116,NA,1136.66665478981,NA,925.833325432566,NA,590.51666224715,NA,382.799996478831
"DNE21","NDC&2050-70%","Japan","Final Energy","EJ/yr",NA,15.5335729770966,NA,15.2739069288825,NA,15.7719133958151,NA,15.6870503624407,NA,13.8742804113529
"DNE21","NDC&2050-70%","Japan","Final Energy|Electricity","EJ/yr",NA,3.91110554236356,NA,4.316861520599,NA,4.5988226763305,NA,5.07234482116292,NA,5.13456376210746
"DNE21","NDC&2050-70%","Japan","Final Energy|Gases","EJ/yr",NA,1.29858781869414,NA,1.42911393947281,NA,1.64459109318226,NA,1.84963202360953,NA,2.04423677264244
"DNE21","NDC&2050-70%","Japan","Final Energy|Liquids","EJ/yr",NA,9.70419394923579,NA,9.27702628597568,NA,9.4856559146685,NA,8.73945108155969,NA,6.68019020578319
"DNE21","NDC&2050-70%","Japan","Final Energy|Solids","EJ/yr",NA,0.619685666803146,NA,0.250905182834974,NA,0.0428437116338803,NA,0.025622436108578,NA,0.0152896708197808
"DNE21","NDC&2050-70%","Japan","Final Energy|Solids|Biomass","EJ/yr",NA,0.500302777991763,NA,0.179359170862067,NA,-1.74219064766364e-07,NA,-1.74078803319056e-07,NA,-1.73979873520144e-07
"DNE21","NDC&2050-70%","Japan","Final Energy|Solids|Coal","EJ/yr",NA,0.119382888811383,NA,0.0715460119729068,NA,0.0428438858529451,NA,0.0256226101873813,NA,0.0152898447996544
"DNE21","NDC&2050-70%","Japan","GDP|MER","billion US$2005/yr",NA,4973.17741183967,NA,5396.14113652385,NA,5994.62468059438,NA,6162.51787057313,NA,6411.8154625358
"DNE21","NDC&2050-70%","Japan","Population","million",NA,129.217923756672,NA,127.101367028853,NA,124.130014827512,NA,118.265216556516,NA,113.790048593318
"DNE21","NDC&2050-70%","Japan","Price|Carbon","US$2005/t CO2",NA,-8.86529149909041e-12,NA,20.4339765591016,NA,45.7262625491831,NA,77.2892399140261,NA,129.917001262834
"DNE21","NDC&2050-70%","Japan","Primary Energy","EJ/yr",NA,17.9665271103292,NA,18.0968022877602,NA,17.5556257361659,NA,16.0942870610637,NA,13.4605754124915
"DNE21","NDC&2050-70%","Japan","Primary Energy|Biomass","EJ/yr",NA,0.596980699579431,NA,0.496210323353174,NA,0.522733962728573,NA,0.656996855211762,NA,0.583920721754313
"DNE21","NDC&2050-70%","Japan","Primary Energy|Coal","EJ/yr",NA,1.23765691975954,NA,0.799381908249068,NA,0.0428446498490988,NA,0.02562321181382,NA,0.015290262095894
"DNE21","NDC&2050-70%","Japan","Primary Energy|Gas","EJ/yr",NA,2.95632480461126,NA,3.79259399162213,NA,4.2086276308809,NA,2.84528494260135,NA,2.26221071606052
"DNE21","NDC&2050-70%","Japan","Primary Energy|Hydro","EJ/yr",NA,0.522467995788404,NA,0.584387994776103,NA,0.584387995311618,NA,0.584387995185549,NA,0.584387992945794
"DNE21","NDC&2050-70%","Japan","Primary Energy|Nuclear","EJ/yr",NA,1.25394703702093,NA,0.860201159203079,NA,1.87091894114727,NA,3.00159419296544,NA,2.89887318690168
"DNE21","NDC&2050-70%","Japan","Primary Energy|Oil","EJ/yr",NA,11.3991496108811,NA,11.5640268253088,NA,10.326112455474,NA,8.88745517800959,NA,6.6914978613851
"DNE21","NDC&2050-70%","Japan","Primary Energy|Other","EJ/yr",NA,5.5487004940638e-09,NA,6.97675545442299e-09,NA,1.19635382460604e-08,NA,2.26866351626827e-08,NA,2.06796591117234e-08
"DNE21","NDC&2050-70%","Japan","Primary Energy|Solar","EJ/yr",NA,4.09689812838064e-09,NA,4.4893037982661e-08,NA,5.57557928211608e-08,NA,0.0929446313298312,NA,0.424394613676301
"DNE21","NDC&2050-70%","Japan","Primary Energy|Wind","EJ/yr",NA,3.30429704769735e-08,NA,3.33780594933922e-08,NA,3.30551190626396e-08,NA,3.12597121419247e-08,NA,3.69922677850804e-08
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity","PWh/yr",NA,1.06905788647762,NA,1.09644775039666,NA,1.20598018198275,NA,1.30571577162398,NA,1.4759490408921
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",NA,0.0268549782187968,NA,0.0880142090253075,NA,0.145203926929899,NA,0.182499174802935,NA,0.162200248815052
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",NA,0.13608094970771,NA,0.0918048181148675,NA,8.99766831394069e-08,NA,7.16275078754119e-08,NA,5.11013266821267e-08
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",NA,3.60149076597503e-10,NA,3.38649877777572e-10,NA,3.49737518958767e-08,NA,6.7860613229055e-08,NA,4.30988888192919e-08
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",NA,0.136080949347561,NA,0.0918048177762178,NA,5.50029312435306e-08,NA,3.76689464635692e-09,NA,8.00243786283478e-09
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",NA,0.220150176794427,NA,0.319262672991086,NA,0.363132126512019,NA,0.250678031863423,NA,0.233845016034383
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",NA,5.70289710073781e-10,NA,1.15911600615597e-09,NA,0.102161409918396,NA,0.196412895268971,NA,0.158086241428863
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",NA,0.220150176224137,NA,0.319262671831972,NA,0.260970716593622,NA,0.0542651365944522,NA,0.0757587746055197
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",NA,0.145129998830112,NA,0.162329998548917,NA,0.162329998697672,NA,0.162329998662652,NA,0.162329998040498
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",NA,0.348318621394703,NA,0.2389447664453,NA,0.519699705874242,NA,0.833776164712622,NA,0.805242551917133
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",NA,0.219913013593174,NA,0.305623693177642,NA,0.115349895641094,NA,0.0208476310915362,NA,0.00163362246509877
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Other","PWh/yr",NA,1.5413056927955e-09,NA,1.93798762622861e-09,NA,3.32320506835011e-09,NA,6.30184310074519e-09,NA,5.7443497532565e-09
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",NA,1.13802725788351e-09,NA,1.24702883285169e-08,NA,1.54877202281002e-08,NA,0.0258179531471753,NA,0.117887392687861
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",NA,1.13802725788351e-09,NA,1.24702883285169e-08,NA,1.54877202281002e-08,NA,0.0258179531471753,NA,0.117887392687861
"DNE21","NDC&2050-70%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",NA,9.17860291027042e-09,NA,9.27168319260894e-09,NA,9.18197751739989e-09,NA,8.68325337275686e-09,NA,1.02756299403001e-08
"DNE21","NDC&2050-70%","Japan","Relative Carbon Price","",NA,0.576171473011382,NA,1.01082903818063,NA,1.0343522664259,NA,1.48822095487312,NA,1.82266746981356
"DNE21","NDC&2050-70%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",NA,-0.00157871519409623,NA,-0.11900513495602,NA,-0.396486781880999,NA,-0.622938395933476,NA,-0.740799027749662
"DNE21","NDC&2050-80%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",NA,4.21390335284566e-08,NA,3.71481571893151e-06,NA,2.32234780455279,NA,14.128421969037,NA,3.06477868417305e-06
"DNE21","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",NA,1119.11681125908,NA,1136.66665912865,NA,925.83332452686,NA,494.816664956724,NA,255.199996358991
"DNE21","NDC&2050-80%","Japan","Final Energy","EJ/yr",NA,15.5335730424464,NA,15.2704887104089,NA,15.7719133669946,NA,15.1790075466475,NA,12.703122564879
"DNE21","NDC&2050-80%","Japan","Final Energy|Electricity","EJ/yr",NA,3.91110554226066,NA,4.31344332719761,NA,4.59882267664993,NA,5.07234482030053,NA,5.13456376197381
"DNE21","NDC&2050-80%","Japan","Final Energy|Gases","EJ/yr",NA,1.29858781772942,NA,1.42911393838291,NA,1.64459109207807,NA,1.84963202257899,NA,2.04423677262464
"DNE21","NDC&2050-80%","Japan","Final Energy|Liquids","EJ/yr",NA,9.70419393342952,NA,9.27702626180143,NA,9.48565590047355,NA,8.23140828230239,NA,5.50903237453375
"DNE21","NDC&2050-80%","Japan","Final Energy|Solids","EJ/yr",NA,0.619685749026806,NA,0.250905183027001,NA,0.0428436977930736,NA,0.0256224214655879,NA,0.0152896557467731
"DNE21","NDC&2050-80%","Japan","Final Energy|Solids|Biomass","EJ/yr",NA,0.500302854810454,NA,0.179359167838462,NA,-1.89955366556583e-07,NA,-1.89817965039468e-07,NA,-1.89657923629548e-07
"DNE21","NDC&2050-80%","Japan","Final Energy|Solids|Coal","EJ/yr",NA,0.119382894216351,NA,0.071546015188539,NA,0.0428438877484402,NA,0.0256226112835529,NA,0.0152898454046968
"DNE21","NDC&2050-80%","Japan","GDP|MER","billion US$2005/yr",NA,4973.17741183967,NA,5396.14113652385,NA,5994.62468059438,NA,6162.51787057313,NA,6411.8154625358
"DNE21","NDC&2050-80%","Japan","Policy Cost|Additional Total Energy System Cost","billion US$2005/yr",NA,0.558478208533188,NA,39.6534112770649,NA,102.156977881996,NA,163.479269543569,NA,280.985278406687
"DNE21","NDC&2050-80%","Japan","Population","million",NA,129.217923756672,NA,127.101367028853,NA,124.130014827512,NA,118.265216556516,NA,113.790048593318
"DNE21","NDC&2050-80%","Japan","Price|Carbon","US$2005/t CO2",NA,-3.72026413626618e-11,NA,20.4549374416858,NA,44.2933043170796,NA,94.6330883472422,NA,273.688389945339
"DNE21","NDC&2050-80%","Japan","Primary Energy","EJ/yr",NA,17.9665269660344,NA,18.0889465900714,NA,16.8508853276699,NA,15.1002506792739,NA,11.8909209048453
"DNE21","NDC&2050-80%","Japan","Primary Energy|Biomass","EJ/yr",NA,0.596980743842039,NA,0.4962103221764,NA,0.522733938203411,NA,0.824018343205469,NA,0.973987505848845
"DNE21","NDC&2050-80%","Japan","Primary Energy|Coal","EJ/yr",NA,1.23765701642086,NA,0.799382032165836,NA,0.0428450477788815,NA,0.0256234886957244,NA,0.0152903943196323
"DNE21","NDC&2050-80%","Japan","Primary Energy|Gas","EJ/yr",NA,2.95632478688903,NA,3.75916739713098,NA,3.63001584153168,NA,2.33137266934615,NA,1.72366416760753
"DNE21","NDC&2050-80%","Japan","Primary Energy|Hydro","EJ/yr",NA,0.522467995522012,NA,0.5843879942061,NA,0.584387994919421,NA,0.584387994809825,NA,0.584387988221669
"DNE21","NDC&2050-80%","Japan","Primary Energy|Nuclear","EJ/yr",NA,1.2539470356116,NA,0.860201158259393,NA,1.76618360607702,NA,2.81754940331498,NA,2.66756641510866
"DNE21","NDC&2050-80%","Japan","Primary Energy|Oil","EJ/yr",NA,11.399149341715,NA,11.5895975979167,NA,10.3047187875315,NA,8.38936353374632,NA,5.51770001755935
"DNE21","NDC&2050-80%","Japan","Primary Energy|Other","EJ/yr",NA,6.37019111599505e-09,NA,9.84251492897401e-09,NA,1.76788201807435e-08,NA,3.26412937681562e-08,NA,2.69926818840056e-08
"DNE21","NDC&2050-80%","Japan","Primary Energy|Solar","EJ/yr",NA,4.37280704748182e-09,NA,4.27020960172285e-08,NA,5.80562089737659e-08,NA,0.127935171363632,NA,0.408324342150774
"DNE21","NDC&2050-80%","Japan","Primary Energy|Wind","EJ/yr",NA,3.52908877529793e-08,NA,3.56713946895212e-08,NA,3.58929940154235e-08,NA,4.2150549759471e-08,NA,4.70361881823306e-08
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity","PWh/yr",NA,1.06905934028328,NA,1.09644775440875,NA,1.20503655111633,NA,1.29715579030488,NA,1.49145864843113
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",NA,0.0268549691754402,NA,0.0880142095383164,NA,0.145203924488549,NA,0.228894036950954,NA,0.270552137640769
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",NA,0.136080960277229,NA,0.0918048323476394,NA,1.36413832000545e-07,NA,1.03905383944206e-07,NA,6.67497875974058e-08
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",NA,4.7974274226835e-10,NA,4.33080155038689e-10,NA,1.86997008416599e-08,NA,1.03253636670981e-07,NA,6.67497875974058e-08
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",NA,0.136080959797486,NA,0.0918048319145594,NA,1.17714131158885e-07,NA,6.51747273224756e-10,NA,0
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",NA,0.220150176207728,NA,0.314901874916056,NA,0.386601455841914,NA,0.259794991920181,NA,0.206688849941045
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",NA,7.59664156031042e-10,NA,1.48232773417518e-09,NA,0.0537442308957136,NA,0.259794991920181,NA,0.206688849941045
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",NA,0.220150175448064,NA,0.314901873433728,NA,0.332857224946203,NA,0,NA,0
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",NA,0.145129998756114,NA,0.162329998390583,NA,0.162329998588728,NA,0.162329998558285,NA,0.162329996728241
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",NA,0.348318621003222,NA,0.238944766183165,NA,0.490606557243617,NA,0.782652612031939,NA,0.740990670863517
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",NA,0.219913016202109,NA,0.309040845236575,NA,0.112413686721182,NA,0.0222493366890075,NA,0.00125222148863978
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Other","PWh/yr",NA,1.76949753222085e-09,NA,2.734031924715e-09,NA,4.91078338353986e-09,NA,9.06702604671005e-09,NA,7.49796719000156e-09
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",NA,1.21466862430051e-09,NA,1.1861693338119e-08,NA,1.6126724714935e-08,NA,0.0355375476010089,NA,0.113423428375215
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",NA,1.21466862430051e-09,NA,1.1861693338119e-08,NA,1.6126724714935e-08,NA,0.0355375476010089,NA,0.113423428375215
"DNE21","NDC&2050-80%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",NA,9.80302437582758e-09,NA,9.90872074708922e-09,NA,9.97027611539542e-09,NA,1.17084860442975e-08,NA,1.30656078284252e-08
"DNE21","NDC&2050-80%","Japan","Additional Total Energy System Cost per GDP","",NA,0.000112298066665311,NA,0.00734847556315202,NA,0.0170414301687136,NA,0.0265279992653985,NA,0.0438230451341718
"DNE21","NDC&2050-80%","Japan","Relative Carbon Price","",NA,2.41786755416201,NA,1.01186593223405,NA,1.00193799260512,NA,1.82218049057521,NA,3.8397047374101
"DNE21","NDC&2050-80%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",NA,-0.0015787255092185,NA,-0.11900513159312,NA,-0.396486782471392,NA,-0.684045553096787,NA,-0.827199352709003
"DNE21","NDC&2050-80%MCE","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",NA,5.75493515040333e-07,NA,2.99636073434141e-07,NA,5.35894322575362e-05,NA,14.8659384568003,NA,222.609401274696
"DNE21","NDC&2050-80%MCE","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",NA,1147.40116559786,NA,1341.31304040536,NA,1409.37580168544,NA,1121.76685363615,NA,508.031203075025
"DNE21","NDC&2050-80%MCE","Japan","Final Energy","EJ/yr",NA,15.5806666431825,NA,15.9061865920771,NA,16.8853672716423,NA,16.1302673648286,NA,14.3706983386826
"DNE21","NDC&2050-80%MCE","Japan","Final Energy|Electricity","EJ/yr",NA,3.91110554229133,NA,4.44032569318725,NA,4.89236454503239,NA,5.02911672955359,NA,5.1345637603452
"DNE21","NDC&2050-80%MCE","Japan","Final Energy|Gases","EJ/yr",NA,1.29858781964206,NA,1.48866035530133,NA,1.74956499453086,NA,2.0104695899427,NA,2.04423677449245
"DNE21","NDC&2050-80%MCE","Japan","Final Energy|Liquids","EJ/yr",NA,9.70419397032551,NA,9.66356906473831,NA,10.2005939696712,NA,9.06505856746367,NA,7.17660809666759
"DNE21","NDC&2050-80%MCE","Japan","Final Energy|Solids","EJ/yr",NA,0.666779310923624,NA,0.313631478850216,NA,0.0428439086271417,NA,0.0256226239666548,NA,0.0152898531791095
"DNE21","NDC&2050-80%MCE","Japan","Final Energy|Solids|Biomass","EJ/yr",NA,0.547396359487228,NA,0.242085429143694,NA,0,NA,0,NA,0
"DNE21","NDC&2050-80%MCE","Japan","Final Energy|Solids|Coal","EJ/yr",NA,0.119382951436396,NA,0.0715460497065224,NA,0.0428439086271417,NA,0.0256226239666548,NA,0.0152898531791095
"DNE21","NDC&2050-80%MCE","Japan","Price|Carbon","US$2005/t CO2",NA,7.45499044153058e-12,NA,3.95874673082834,NA,11.1651876076678,NA,54.7654233681568,NA,119.97873488881
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy","EJ/yr",NA,18.145984717071,NA,19.480199031177,NA,20.6407142612291,NA,18.5228307145755,NA,14.6815349999856
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Biomass","EJ/yr",NA,0.565406679791631,NA,0.259832301868694,NA,0.453511202866179,NA,0.531070449504147,NA,0.859865894929922
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Coal","EJ/yr",NA,1.74016179091762,NA,3.99722485889049,NA,3.26064324650788,NA,2.32303426870693,NA,0.0152907898071361
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Gas","EJ/yr",NA,2.83344946357454,NA,3.02198450112934,NA,3.90816556550961,NA,4.13378285036898,NA,3.57118066582996
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Hydro","EJ/yr",NA,0.52246799642817,NA,0.522467996723504,NA,0.584387995114754,NA,0.584387996182913,NA,0.584387996611219
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Nuclear","EJ/yr",NA,1.25394703721988,NA,0.860201155699785,NA,0.415367111891088,NA,1.4673127683132,NA,2.63170683813931
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Oil","EJ/yr",NA,11.2305517055492,NA,10.8184881620728,NA,12.0186390309008,NA,9.33611891179187,NA,6.54656512850249
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Other","EJ/yr",NA,1.4273552083871e-08,NA,2.26064481589976e-08,NA,3.94478037068503e-08,NA,8.192553165145e-08,NA,1.71604106003542e-07
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Solar","EJ/yr",NA,3.22881018758545e-09,NA,6.98258949000633e-09,NA,4.34803785386451e-08,NA,0.147123314118414,NA,0.472537357897818
"DNE21","NDC&2050-80%MCE","Japan","Primary Energy|Wind","EJ/yr",NA,2.60876523216081e-08,NA,2.520339789973e-08,NA,2.55106338506726e-08,NA,7.36635448321674e-08,NA,1.56663682379825e-07
"DNE21","NDC&2050-80%MCE","Japan","Secondary Energy|Electricity","PWh/yr",NA,1.09755177510371,NA,1.24553952836958,NA,1.36893910945939,NA,1.40819771598272,NA,1.50623506280712
