"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Primary Energy|Wind","EJ/yr",0.00611795385511391,0.013550946253797,0.0208365681163939,0.0374746171643863,0.0661430506827528,0.110332197981107,0.348187688943475,0.624608096193962,0.950690966908493,1.22926354501248
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity","PWh/yr",0.97895636,0.9979,0.96304631037134,0.97308021863816,0.97966606088805,0.98126485214194,0.95653816333663,0.96878818754881,1.07577063320249,1.18394716219435
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",0,0,0.00139048004369,0.00095305870574,0.00607850545733,0.00607849332724,0.02169840146285,0.0338750053571,0.03472490663738,0.01524862306051
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass|w/o CCS","PWh/yr",0,0,0.00139048004369,0.00095305870574,0.00607850545733,0.00607849332724,0.02169840146285,0.0338750053571,0.03472490663738,0.01524862306051
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",0.25294267,0.2511,0.27045433520524,0.26983028703632,0.26454381459602,0.21562144029298,0.03910754233495,0.0051113568554,0.01940705015198,0.07078576141145
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",0,0,0,0,0,0,0.00920723342236,0.00068123327434,0.01814340374819,0.0694871888151
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",0.25294267,0.2511,0.27045433520524,0.26983028703632,0.26454381459602,0.21562144029298,0.02990030891259,0.00443012358106,0.00126364640379,0.00129857259635
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",0.233871117,0.2945,0.417610338891,0.30843921135711,0.29636924729411,0.30905800772041,0.31537717396563,0.21475751767536,0.14558261691083,0.12985692089962
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",0,0,0,0,0,0,0.01517008001833,0.04541025827081,0.0961622633016,0.11025976455794
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",0.233871117,0.2945,0.417610338891,0.30843921135711,0.29636924729411,0.30905800772041,0.3002070939473,0.16934725940455,0.04942035360923,0.01959715634168
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Geothermal","PWh/yr",0,0,0.00311424156725,0.00278108112079,0.00727497355027,0.01082794223698,0.01583237558217,0.02083680891573,0.02584124226092,0.03084568543346
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",0.071377228,0.0773,0.09868542196982,0.09868542196982,0.11362876388031,0.12170849727291,0.12854159790502,0.13416956851323,0.13949632669203,0.14291897768159
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","PWh/yr",0.18738803,0.1641,0.21505474482941,0.15126265706429,0.13077616142616,0.13337621817773,0.14437397348719,0.15510682864646,0.16575839328072,0.17487516030578
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",0.304754543,0.2882,0.04892650383692,0.20426322907825,0.22603036424815,0.23163068244959,0.23444123524642,0.23085793619425,0.23085793619425,0.18365976081907
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Ocean","PWh/yr",0,0,0,0,0,0,0.00834668458633,0.01690065303518,0.02545462154218,0.033905013432
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.107225619,0.0753,0.11325508129234,0.04979615397368,0.00987242399558,0.00083977866784,0,0.0001004512175,0.00042082432777,0.00111049719073
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Other","PWh/yr",0.008785183,0.0115,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0,0,0.00382190542382,0.02792212470584,0.0374949184521,0.05485227106213,0.09647418989177,0.13867611135891,0.18990345777296,0.23415236958554
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar|CSP","PWh/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",0,0,0.00382190542382,0.02792212470584,0.0374949184521,0.05485227106213,0.09647418989177,0.13867611135891,0.18990345777296,0.23415236958554
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0,0,0.00578800214126,0.01040965069061,0.01837304941418,0.03064773911186,0.09671896236149,0.17350277842615,0.26408165071219,0.34146355268038
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Gases","EJ/yr",1.08978046329951,1.23824425146565,1.00883839718848,0.992959283629637,0.951609965616807,0.931520780012204,0.893679158412127,0.746329470515839,0.582194142880907,0.582269589990874
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Heat","EJ/yr",0.30994079942297,0.160566061201851,0.123837846175478,0.0978089218431674,0.0629012620306012,0.0443786363021812,0.0164969115816344,0.00602944767749556,0.00129222739079064,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Hydrogen","EJ/yr",0,0,0,0,0.0004080893889168,0.00134770594490064,0.011524127256801,0.0261373177607328,0.0564740143002615,0.0872774334537185
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Liquids","EJ/yr",8.19429442905104,7.16154372327626,6.68578463239921,6.50597738232526,6.25975811695734,5.76290268186461,5.02827200517368,3.97400513046748,2.85488819709741,2.19093562872601
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Liquids|Biomass","EJ/yr",0,0,0,0,0,0.00195979999995576,0.0039397999998618,0.0048398000000094,0.005739800000157,0.00663979999988592
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Liquids|Coal","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Liquids|Gas","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Liquids|Oil","EJ/yr",8.19429442905104,7.16154372327626,6.68578463239921,6.50597738232526,6.25975811695734,5.76094288186466,5.02433220517382,3.96916533046747,2.84914839709725,2.18429582872612
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Secondary Energy|Liquids|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Additional Total Energy System Cost per GDP","",0,0,0.00230714997486832,0.00678804037474425,0.00174070805456198,0.0105374146676209,0.0373862963088275,0.0360605641088363,0.0459969649936858,0.0469292733102362
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Relative Carbon Price","",NA,NA,NA,1,1,1,2.33425009167583,5.04277777777778,6.54916666666667,8.05555555555556
"AIM/Enduse[Japan]","NDC&2050-80%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0,0,-0.000248541638504029,-0.0192156158404655,-0.0493666092070604,-0.142070246636843,-0.378245964834679,-0.555891917851692,-0.708482298123613,-0.803771017048694
"DNE21","Baseline","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",NA,2.5381671003541e-07,NA,2.98430429410027e-07,NA,4.17746289932327e-05,NA,0.00436470585119429,NA,0.00431014234651012
"DNE21","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",NA,1120.88638318515,NA,1290.20803626712,NA,1534.07298736249,NA,1566.10128392433,NA,1476.84629866712
"DNE21","Baseline","Japan","Final Energy","EJ/yr",NA,15.5405666875335,NA,15.906186383636,NA,16.8973023512508,NA,16.7400729141471,NA,16.2510980812961
"DNE21","Baseline","Japan","Final Energy|Electricity","EJ/yr",NA,3.9111055422852,NA,4.44032569319954,NA,4.89236454619235,NA,5.07234482170579,NA,5.13456376224118
"DNE21","Baseline","Japan","Final Energy|Gases","EJ/yr",NA,1.29858781478046,NA,1.48866034938602,NA,1.74956498787303,NA,2.01046958487085,NA,2.27137418148184
"DNE21","Baseline","Japan","Final Energy|Liquids","EJ/yr",NA,9.70419390560311,NA,9.6635689850944,NA,10.2005939301239,NA,9.6244750015311,NA,8.82557385991021
"DNE21","Baseline","Japan","Final Energy|Solids","EJ/yr",NA,0.626679424864765,NA,0.31363135595607,NA,0.0547788870615405,NA,0.0327835060393189,NA,0.0195862776629013
"DNE21","Baseline","Japan","Final Energy|Solids|Biomass","EJ/yr",NA,0.474143024427335,NA,0.222193236982557,NA,-2.62976890848814e-07,NA,-2.62761140263214e-07,NA,-2.62588135880201e-07
"DNE21","Baseline","Japan","Final Energy|Solids|Coal","EJ/yr",NA,0.15253640043743,NA,0.0914381189735126,NA,0.0547791500384313,NA,0.0327837688004591,NA,0.0195865402510372
"DNE21","Baseline","Japan","GDP|MER","billion US$2005/yr",NA,4973.17741183967,NA,5396.14113652385,NA,5994.62468059438,NA,6162.51787057313,NA,6411.8154625358
"DNE21","Baseline","Japan","Population","million",NA,129.217923756672,NA,127.101367028853,NA,124.130014827512,NA,118.265216556516,NA,113.790048593318
"DNE21","Baseline","Japan","Price|Carbon","US$2005/t CO2",NA,-4.29177310090205e-12,NA,2.10637993252504e-11,NA,6.76545107342576e-11,NA,1.2155576833984e-10,NA,1.67496175376687e-10
"DNE21","Baseline","Japan","Primary Energy","EJ/yr",NA,17.9618978591437,NA,19.2157627149023,NA,21.050173627282,NA,21.1223436719466,NA,20.2547932263484
"DNE21","Baseline","Japan","Primary Energy|Biomass","EJ/yr",NA,0.581299290368904,NA,0.439404160549286,NA,0.323752376586718,NA,0.335495702680474,NA,0.40374649479927
"DNE21","Baseline","Japan","Primary Energy|Coal","EJ/yr",NA,1.27081038423653,NA,3.06043486539783,NA,6.09559985263149,NA,6.72004595441069,NA,6.35076451144543
"DNE21","Baseline","Japan","Primary Energy|Gas","EJ/yr",NA,2.94160198640064,NA,2.94157188710736,NA,2.72988971234608,NA,3.0464178765326,NA,3.2356409976685
"DNE21","Baseline","Japan","Primary Energy|Hydro","EJ/yr",NA,0.522467993463784,NA,0.522467993538672,NA,0.522467993836505,NA,0.522467994463173,NA,0.522467995465855
"DNE21","Baseline","Japan","Primary Energy|Nuclear","EJ/yr",NA,1.25394703236736,NA,0.860201154894118,NA,0.415366985035912,NA,0.145595473056238,NA,3.35484289272712e-07
"DNE21","Baseline","Japan","Primary Energy|Oil","EJ/yr",NA,11.3917711077307,NA,11.3916825866027,NA,10.9630965711046,NA,10.3523205009923,NA,9.4670789496233
"DNE21","Baseline","Japan","Primary Energy|Other","EJ/yr",NA,8.3567623716731e-09,NA,9.29552609929862e-09,NA,1.40489120212676e-08,NA,3.95882663549968e-08,NA,3.8226653424655e-08
"DNE21","Baseline","Japan","Primary Energy|Solar","EJ/yr",NA,6.20394820021739e-09,NA,8.52214524884324e-09,NA,7.47179215468594e-08,NA,8.54853434770209e-08,NA,0.275093859200335
"DNE21","Baseline","Japan","Primary Energy|Wind","EJ/yr",NA,5.00150716149244e-08,NA,4.89946392479575e-08,NA,4.69738021047943e-08,NA,4.47374503767297e-08,NA,4.44347293341832e-08
"DNE21","Baseline","Japan","Secondary Energy|Electricity","PWh/yr",NA,1.06899523077318,NA,1.09644590206059,NA,1.24601742508043,NA,1.37676410853211,NA,1.42685259044028
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",NA,0.0297656294282136,NA,0.0603363676574247,NA,0.0899312887676692,NA,0.0931933237337817,NA,0.112151877052057
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Coal","PWh/yr",NA,0.136080943848012,NA,0.374491298330706,NA,0.787125746348144,NA,0.901079677799822,NA,0.879484699169847
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",NA,5.30184716151875e-10,NA,3.72900974317308e-10,NA,6.14123803098222e-16,NA,7.52795341955933e-16,NA,4.50865435995167e-16
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",NA,0.136080943317827,NA,0.374491297957803,NA,0.787125746348144,NA,0.901079677799819,NA,0.879484699169847
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Gas","PWh/yr",NA,0.218194963057502,NA,0.196178232102213,NA,0.134546347316281,NA,0.144483173244878,NA,0.136629163231471
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",NA,8.39538138181181e-10,NA,1.2763493004615e-09,NA,5.70433671911139e-09,NA,8.10160206475103e-09,NA,5.00287685354322e-09
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",NA,0.218194962217963,NA,0.196178230825863,NA,0.134546341611944,NA,0.144483165143276,NA,0.136629158228594
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",NA,0.145129998184384,NA,0.145129998205187,NA,0.145129998287918,NA,0.145129998461993,NA,0.145129998740515
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",NA,0.348318620102044,NA,0.238944765248366,NA,0.115379718065531,NA,0.0404431869600661,NA,9.31900803535311e-08
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Oil","PWh/yr",NA,0.218955729503009,NA,0.230936744978033,NA,0.104650972041602,NA,0.102523183071258,NA,0.0926784522426936
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Other","PWh/yr",NA,2.32132288102031e-09,NA,2.58209058313851e-09,NA,3.90247556146322e-09,NA,1.09967406541658e-08,NA,1.06185148401819e-08
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Solar","PWh/yr",NA,1.72331894450483e-09,NA,2.36726256912312e-09,NA,2.07549782074609e-08,NA,2.37459287436169e-08,NA,0.0764149608889819
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",NA,1.72331894450483e-09,NA,2.36726256912312e-09,NA,2.07549782074609e-08,NA,2.37459287436169e-08,NA,0.0764149608889819
"DNE21","Baseline","Japan","Secondary Energy|Electricity|Wind","PWh/yr",NA,1.38930754485901e-08,NA,1.36096220133215e-08,NA,1.30482783624429e-08,NA,1.24270695490916e-08,NA,1.23429803706064e-08
"DNE21","NDC&2050-50%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",NA,2.69542299519359e-08,NA,8.97432340967561e-07,NA,5.96506219853487,NA,7.23338274431,NA,3.25233933494011
"DNE21","NDC&2050-50%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",NA,1118.78434791243,NA,1136.66665967234,NA,925.833326605482,NA,781.916661990868,NA,637.999995819578
"DNE21","NDC&2050-50%","Japan","Final Energy","EJ/yr",NA,15.5265786582676,NA,15.2654437095114,NA,15.771913473982,NA,15.9629539349265,NA,15.3224020575
"DNE21","NDC&2050-50%","Japan","Final Energy|Electricity","EJ/yr",NA,3.91110554237549,NA,4.30839827453968,NA,4.59882267566944,NA,5.07234482124632,NA,5.13456376213182
"DNE21","NDC&2050-50%","Japan","Final Energy|Gases","EJ/yr",NA,1.29858782049643,NA,1.4291139417732,NA,1.64459109625178,NA,2.0104695851441,NA,2.12592499438705
"DNE21","NDC&2050-50%","Japan","Final Energy|Liquids","EJ/yr",NA,9.70419398419656,NA,9.2770263097617,NA,9.48565594096601,NA,8.85451704472928,NA,8.04662358350142
"DNE21","NDC&2050-50%","Japan","Final Energy|Solids","EJ/yr",NA,0.612691311199123,NA,0.250905183436841,NA,0.0428437610947933,NA,0.0256224838068179,NA,0.0152897174797084
"DNE21","NDC&2050-50%","Japan","Final Energy|Solids|Biomass","EJ/yr",NA,0.493308410033182,NA,0.179359163935982,NA,-1.29390444688048e-07,NA,-1.29285488225567e-07,NA,-1.29200751590412e-07
"DNE21","NDC&2050-50%","Japan","Final Energy|Solids|Coal","EJ/yr",NA,0.119382901165942,NA,0.0715460195008596,NA,0.042843890485238,NA,0.0256226130923061,NA,0.01528984668046
"DNE21","NDC&2050-50%","Japan","GDP|MER","billion US$2005/yr",NA,4973.17741183967,NA,5396.14113652385,NA,5994.62468059438,NA,6162.51787057313,NA,6411.8154625358
"DNE21","NDC&2050-50%","Japan","Population","million",NA,129.217923756672,NA,127.101367028853,NA,124.130014827512,NA,118.265216556516,NA,113.790048593318
"DNE21","NDC&2050-50%","Japan","Price|Carbon","US$2005/t CO2",NA,-1.53865505571729e-11,NA,20.2150668285909,NA,44.2076302565524,NA,51.9339817524713,NA,71.2784989113363
"DNE21","NDC&2050-50%","Japan","Primary Energy","EJ/yr",NA,17.9564757337709,NA,18.0811385655915,NA,17.6406137048994,NA,17.0499989126108,NA,15.7647334626856
"DNE21","NDC&2050-50%","Japan","Primary Energy|Biomass","EJ/yr",NA,0.59285453495724,NA,0.496210330397008,NA,0.503026302368852,NA,0.508734393087725,NA,0.614969528641682
"DNE21","NDC&2050-50%","Japan","Primary Energy|Coal","EJ/yr",NA,1.23765689987792,NA,0.799381990759973,NA,0.042844584243878,NA,0.0256231940845609,NA,0.0152902500544476
"DNE21","NDC&2050-50%","Japan","Primary Energy|Gas","EJ/yr",NA,2.95039962801308,NA,3.72594339514379,NA,4.32551616888655,NA,3.79272350186554,NA,3.19723753552166
"DNE21","NDC&2050-50%","Japan","Primary Energy|Hydro","EJ/yr",NA,0.522467996914604,NA,0.584387996061878,NA,0.584387996507393,NA,0.584387996442294,NA,0.58438799190665
"DNE21","NDC&2050-50%","Japan","Primary Energy|Nuclear","EJ/yr",NA,1.25394703928049,NA,0.860201160493441,NA,1.8617579408917,NA,2.99679272001837,NA,2.89484163104179
"DNE21","NDC&2050-50%","Japan","Primary Energy|Oil","EJ/yr",NA,11.3991496032976,NA,11.6150136290716,NA,10.3230806349686,NA,9.01674938217597,NA,8.08010780419636
"DNE21","NDC&2050-50%","Japan","Primary Energy|Other","EJ/yr",NA,4.14596632548218e-09,NA,6.00298727288846e-09,NA,1.01260353393742e-08,NA,2.21175146745517e-08,NA,1.96109018696371e-08
"DNE21","NDC&2050-50%","Japan","Primary Energy|Solar","EJ/yr",NA,3.00883931551976e-09,NA,3.31206802162301e-08,NA,4.26448137335325e-08,NA,0.12498767738865,NA,0.37789866742162
"DNE21","NDC&2050-50%","Japan","Primary Energy|Wind","EJ/yr",NA,2.42751751966597e-08,NA,2.45401276565775e-08,NA,2.42616095610697e-08,NA,2.54302098939685e-08,NA,3.42904725519566e-08
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity","PWh/yr",NA,1.06905786983961,NA,1.09645761168048,NA,1.20365870628893,NA,1.30807734422886,NA,1.44830589581857
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",NA,0.027651701367794,NA,0.0880142129058406,NA,0.139729564377582,NA,0.14131514510367,NA,0.170824904956232
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",NA,0.136080945847069,NA,0.0918048275316642,NA,8.18867229307664e-08,NA,6.95944215533339e-08,NA,4.96769211107661e-08
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",NA,2.99269718562133e-10,NA,2.73817836089818e-10,NA,3.59828414308105e-08,NA,2.99011270440719e-08,NA,2.93587300649153e-08
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",NA,0.136080945547799,NA,0.0918048272578461,NA,4.59038814999558e-08,NA,3.96932945092619e-08,NA,2.03181910458511e-08
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",NA,0.219363302612378,NA,0.310127572908131,NA,0.373928912169428,NA,0.254647651824355,NA,0.227289650224677
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",NA,4.73888321809569e-10,NA,9.37211727041528e-10,NA,0.111239118210014,NA,0.0996540184901083,NA,0.120504668635881
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",NA,0.21936330213849,NA,0.310127571970919,NA,0.262689793959415,NA,0.154993633334247,NA,0.106784981588797
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",NA,0.145129999142946,NA,0.162329998906077,NA,0.162329999029831,NA,0.162329999011748,NA,0.162329997751847
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",NA,0.348318622022358,NA,0.238944766803734,NA,0.517154983581028,NA,0.832442422227325,NA,0.804122675289386
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",NA,0.219913031957556,NA,0.312437309549378,NA,0.114933781786807,NA,0.0228517955754366,NA,0.00483747882540961
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Other","PWh/yr",NA,1.15165731263394e-09,NA,1.66749646469124e-09,NA,2.81278759427061e-09,NA,6.14375407626436e-09,NA,5.44747274156586e-09
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",NA,8.35788698755489e-10,NA,9.2001889489528e-09,NA,1.18457815926479e-08,NA,0.034718799274625,NA,0.104971852061561
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",NA,8.35788698755489e-10,NA,9.2001889489528e-09,NA,1.18457815926479e-08,NA,0.034718799274625,NA,0.104971852061561
"DNE21","NDC&2050-50%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",NA,6.74310422129436e-09,NA,6.81670212682708e-09,NA,6.73933598918603e-09,NA,7.06394719276903e-09,NA,9.52513126443239e-09
"DNE21","NDC&2050-50%","Japan","Relative Carbon Price","",NA,1,NA,1,NA,1,NA,1,NA,1
"DNE21","NDC&2050-50%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",NA,-0.00187533304378883,NA,-0.119005131171723,NA,-0.396486781116423,NA,-0.50072407831022,NA,-0.567998378439663
"DNE21","NDC&2050-60%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",NA,4.31246379818419e-08,NA,1.36110881293923e-06,NA,4.73011732820276,NA,11.720653539309,NA,1.57857391372456
"DNE21","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",NA,1120.63528542883,NA,1136.66665300876,NA,925.833321402132,NA,686.21665738198,NA,510.399993588341
"DNE21","NDC&2050-60%","Japan","Final Energy","EJ/yr",NA,15.5596824827925,NA,15.2771154658422,NA,15.7719132532018,NA,15.8021161420049,NA,14.9836718247873
"DNE21","NDC&2050-60%","Japan","Final Energy|Electricity","EJ/yr",NA,3.91110554229364,NA,4.32007007321048,NA,4.59882267777532,NA,5.07234482070954,NA,5.13456376201867
"DNE21","NDC&2050-60%","Japan","Final Energy|Gases","EJ/yr",NA,1.29858781477941,NA,1.42911393499475,NA,1.64459108748951,NA,1.84963201829158,NA,2.0442367677168
"DNE21","NDC&2050-60%","Japan","Final Energy|Liquids","EJ/yr",NA,9.70419390844864,NA,9.27702627586316,NA,9.48565586371187,NA,8.85451695369573,NA,7.78958171063897
"DNE21","NDC&2050-60%","Japan","Final Energy|Solids","EJ/yr",NA,0.645795217270814,NA,0.250905181773786,NA,0.0428436242250577,NA,0.0256223493080165,NA,0.0152895844128781
"DNE21","NDC&2050-60%","Japan","Final Energy|Solids|Biomass","EJ/yr",NA,0.526412332974634,NA,0.179359172691428,NA,-2.59699732166337e-07,NA,-2.59538529630999e-07,NA,-2.59420898752604e-07
"DNE21","NDC&2050-60%","Japan","Final Energy|Solids|Coal","EJ/yr",NA,0.11938288429618,NA,0.071546009082358,NA,0.0428438839247898,NA,0.0256226088465461,NA,0.0152898438337769
"DNE21","NDC&2050-60%","Japan","GDP|MER","billion US$2005/yr",NA,4973.17741183967,NA,5396.14113652385,NA,5994.62468059438,NA,6162.51787057313,NA,6411.8154625358
"DNE21","NDC&2050-60%","Japan","Population","million",NA,129.217923756672,NA,127.101367028853,NA,124.130014827512,NA,118.265216556516,NA,113.790048593318
"DNE21","NDC&2050-60%","Japan","Price|Carbon","US$2005/t CO2",NA,9.9252875379535e-13,NA,20.4305068170831,NA,44.3618920219149,NA,69.3406621996612,NA,92.8803421765273
"DNE21","NDC&2050-60%","Japan","Primary Energy","EJ/yr",NA,18.0037180684686,NA,18.1030095501153,NA,17.6564549516483,NA,16.9270987388398,NA,15.1101618234063
"DNE21","NDC&2050-60%","Japan","Primary Energy|Biomass","EJ/yr",NA,0.6123834166471,NA,0.496210356626496,NA,0.521742330985188,NA,0.69797781123291,NA,0.732564899035625
"DNE21","NDC&2050-60%","Japan","Primary Energy|Coal","EJ/yr",NA,1.23765699369771,NA,0.799382037673284,NA,0.0428450367149633,NA,0.0256234904754359,NA,0.0152904419517241
"DNE21","NDC&2050-60%","Japan","Primary Energy|Gas","EJ/yr",NA,2.96094861493556,NA,3.81900516221495,NA,4.35563429231749,NA,3.58390890365413,NA,2.80567777665697
"DNE21","NDC&2050-60%","Japan","Primary Energy|Hydro","EJ/yr",NA,0.522467993684753,NA,0.584387992277899,NA,0.584387992991682,NA,0.584387992823486,NA,0.584387986777432
"DNE21","NDC&2050-60%","Japan","Primary Energy|Nuclear","EJ/yr",NA,1.25394703264414,NA,0.860201156529681,NA,1.82490579659626,NA,2.92215785208422,NA,2.80782377225911
"DNE21","NDC&2050-60%","Japan","Primary Energy|Oil","EJ/yr",NA,11.4163139529279,NA,11.5438226904996,NA,10.3269392881394,NA,9.00138122715579,NA,7.80748174107469
"DNE21","NDC&2050-60%","Japan","Primary Energy|Other","EJ/yr",NA,8.29755162558175e-09,NA,9.87540488988043e-09,NA,1.64534871197824e-08,NA,3.2855348933226e-08,NA,2.88233402449091e-08
"DNE21","NDC&2050-60%","Japan","Primary Energy|Solar","EJ/yr",NA,6.13962642343072e-09,NA,9.44346467099011e-08,NA,1.4804729951572e-07,NA,0.11166138193891,NA,0.35693512544664
"DNE21","NDC&2050-60%","Japan","Primary Energy|Wind","EJ/yr",NA,4.94942262861265e-08,NA,4.99833083369046e-08,NA,4.94025637077693e-08,NA,4.66195554671437e-08,NA,5.13807651960172e-08
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity","PWh/yr",NA,1.06902571298233,NA,1.09631473817168,NA,1.20684636707931,NA,1.30784075380013,NA,1.47179651054845
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",NA,0.0238808565756852,NA,0.0880142177597411,NA,0.144928497412478,NA,0.193882797436511,NA,0.203490321793479
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",NA,0.136080959102918,NA,0.0918048338967578,NA,1.36239185165421e-07,NA,1.05003178226882e-07,NA,7.33157983893392e-08
"DNE21","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",NA,5.11083691337267e-10,NA,4.81184917800256e-10,NA,3.62626509236942e-08,NA,6.41417070358997e-08,NA,4.45724518672311e-08
